Program ID,Program Title,Institution,Tuition Fees,tuitionAmounts,tuitionAmountEUR_EU (in semester),tuitionAmountEUR_International (in semester)
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,15 000 EUR,15000,,7500.0
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,15 000 EUR,15000,,7500.0
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,15 000 EUR,15000,,7500.0
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,15 000 EUR,15000,,7500.0
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,15 000 EUR,15000,,7500.0
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,15 000 EUR,15000,,7500.0
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,15 000 EUR,15000,,7500.0
UOH001,MASTER'S PROGRAMME IN COMPUTER SCIENCE,University of Helsinki,15 000 EUR,15000,,7500.0
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
NUS001P,Master of Computing (General Track),National University of Singapore,"S$70,632.00",70632,,12184.02
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB001,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UPCFIB002,Master in Informatics Engineering,Universitat Politècnica de Catalunya,"1,661 EUR (EU students), 9,496 EUR (non-EU students)","1661, 9496",553.67,3165.33
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
UCPH001,Master of Science (MSc) in Computer Science,University of Copenhagen,"EUR 10,000 to 17,000 per 60 ECTS/academic year","60, 10000, 17000",0.0,8500.0
